timestamp,src_ip,dest_ip,protocol,bytes_sent,bytes_received,timestamp_min,user_id,network_latency
2025-05-01 01:53:12.244841,10.0.0.63,192.168.1.139,UDP,3151,8908,2025-05-01 01:53:00,user_4,12.059
2025-05-01 01:58:12.244841,10.0.0.28,192.168.1.16,TCP,104,4074,2025-05-01 01:58:00,user_3,4.178
2025-05-01 02:03:12.244841,10.0.0.70,192.168.1.192,UDP,5322,3367,2025-05-01 02:03:00,user_4,8.689
2025-05-01 02:08:12.244841,10.0.0.17,192.168.1.81,TCP,5415,925,2025-05-01 02:08:00,user_3,6.34
2025-05-01 02:13:12.244841,10.0.0.93,192.168.1.15,UDP,4969,7768,2025-05-01 02:13:00,user_2,12.737
2025-05-01 02:18:12.244841,10.0.0.74,192.168.1.13,TCP,976,5845,2025-05-01 02:18:00,user_3,6.821
2025-05-01 02:23:12.244841,10.0.0.74,192.168.1.150,TCP,9283,9808,2025-05-01 02:23:00,user_3,19.091
2025-05-01 02:28:12.244841,10.0.0.61,192.168.1.123,UDP,7127,512,2025-05-01 02:28:00,user_2,7.639
2025-05-01 02:33:12.244841,10.0.0.32,192.168.1.129,TCP,4242,7643,2025-05-01 02:33:00,user_3,11.885
2025-05-01 02:38:12.244841,10.0.0.61,192.168.1.236,UDP,7066,7687,2025-05-01 02:38:00,user_1,14.753
2025-05-01 02:43:12.244841,10.0.0.53,192.168.1.219,TCP,7179,828,2025-05-01 02:43:00,user_5,8.007
2025-05-01 02:48:12.244841,10.0.0.25,192.168.1.136,UDP,8087,7264,2025-05-01 02:48:00,user_2,15.351
2025-05-01 02:53:12.244841,10.0.0.13,192.168.1.41,TCP,6899,8967,2025-05-01 02:53:00,user_5,15.866
2025-05-01 02:58:12.244841,10.0.0.13,192.168.1.15,UDP,4565,6088,2025-05-01 02:58:00,user_2,10.653
2025-05-01 03:03:12.244841,10.0.0.85,192.168.1.246,TCP,735,2604,2025-05-01 03:03:00,user_2,3.339
2025-05-01 03:08:12.244841,10.0.0.56,192.168.1.131,UDP,1793,3067,2025-05-01 03:08:00,user_4,4.86
2025-05-01 03:13:12.244841,10.0.0.46,192.168.1.21,TCP,9974,2886,2025-05-01 03:13:00,user_4,12.86
2025-05-01 03:18:12.244841,10.0.0.55,192.168.1.218,UDP,4852,1222,2025-05-01 03:18:00,user_3,6.074
2025-05-01 03:23:12.244841,10.0.0.53,192.168.1.48,UDP,8411,4179,2025-05-01 03:23:00,user_5,12.59
2025-05-01 03:28:12.244841,10.0.0.60,192.168.1.18,UDP,930,1671,2025-05-01 03:28:00,user_2,2.601
2025-05-01 03:33:12.244841,10.0.0.94,192.168.1.153,TCP,5277,5173,2025-05-01 03:33:00,user_3,10.45
2025-05-01 03:38:12.244841,10.0.0.7,192.168.1.18,UDP,9661,5204,2025-05-01 03:38:00,user_1,14.865
2025-05-01 03:43:12.244841,10.0.0.87,192.168.1.173,TCP,9032,2243,2025-05-01 03:43:00,user_2,11.275
2025-05-01 03:48:12.244841,10.0.0.84,192.168.1.221,UDP,8408,9979,2025-05-01 03:48:00,user_1,18.387
2025-05-01 03:53:12.244841,10.0.0.83,192.168.1.61,TCP,6049,6906,2025-05-01 03:53:00,user_3,12.955
2025-05-01 03:58:12.244841,10.0.0.13,192.168.1.104,UDP,2938,7457,2025-05-01 03:58:00,user_4,10.395
2025-05-01 04:03:12.244841,10.0.0.8,192.168.1.31,TCP,1250,3540,2025-05-01 04:03:00,user_3,4.79
2025-05-01 04:08:12.244841,10.0.0.52,192.168.1.242,TCP,7660,3866,2025-05-01 04:08:00,user_1,11.526
2025-05-01 04:13:12.244841,10.0.0.94,192.168.1.228,UDP,2031,5744,2025-05-01 04:13:00,user_2,7.775
2025-05-01 04:18:12.244841,10.0.0.44,192.168.1.146,TCP,9304,3014,2025-05-01 04:18:00,user_5,12.318
2025-05-01 04:23:12.244841,10.0.0.14,192.168.1.64,TCP,1764,5068,2025-05-01 04:23:00,user_3,6.832
2025-05-01 04:28:12.244841,10.0.0.32,192.168.1.149,UDP,1181,6017,2025-05-01 04:28:00,user_2,7.198
2025-05-01 04:33:12.244841,10.0.0.25,192.168.1.153,TCP,612,8887,2025-05-01 04:33:00,user_4,9.499
2025-05-01 04:38:12.244841,10.0.0.25,192.168.1.11,TCP,7905,828,2025-05-01 04:38:00,user_4,8.733
2025-05-01 04:43:12.244841,10.0.0.69,192.168.1.159,TCP,5337,1465,2025-05-01 04:43:00,user_4,6.802
2025-05-01 04:48:12.244841,10.0.0.58,192.168.1.21,UDP,659,4592,2025-05-01 04:48:00,user_2,5.251
2025-05-01 04:53:12.244841,10.0.0.18,192.168.1.108,TCP,3772,798,2025-05-01 04:53:00,user_3,4.57
2025-05-01 04:58:12.244841,10.0.0.55,192.168.1.169,UDP,7504,7286,2025-05-01 04:58:00,user_2,14.79
